employee_id,nama,tanggal_lahir,alamat,jabatan,department,tanggal_masuk
100051,Dr. Dina Irawan,1982-11-30,"Gang M.T Haryono No. 418, Kediri, Sumatera Barat 95069",Senior CS Officer,Customer Service,2024-01-22
400357,Zulaikha Saputra,1966-11-20,"Jl. Sadang Serang No. 6, Pasuruan, BB 90147",Finance Analyst,Finance,2022-05-16
240378,Estiono Dongoran,1988-09-25,"Jalan Dipatiukur No. 35, Singkawang, Kalimantan Selatan 91917",Sales Executive,Sales,2024-04-01
57593,Jelita Rajata,1991-03-06,"Gang Kebonjati No. 239, Magelang, SB 80934",Claims Officer,Claims,2024-11-09
575085,"Cut Humaira Siregar, S.Pd",2006-04-08,"Gg. Rajawali Timur No. 6, Subulussalam, DI Yogyakarta 13834",CS Supervisor,Customer Service,2020-12-09
437874,Nadine Saputra,1992-03-07,"Gg. Merdeka No. 1, Depok, KT 63797",CS Supervisor,Customer Service,2022-04-11
787495,"Baktiadi Marbun, S.E.",2004-11-09,"Jl. Stasiun Wonokromo No. 332, Kupang, Sulawesi Tengah 63468",Underwriting Manager,Underwriting,2024-01-08
88461,Rina Firmansyah,1982-07-18,"Gang Rumah Sakit No. 6, Tanjungbalai, BE 86362",Underwriting Manager,Underwriting,2023-10-14
762319,Dt. Balangga Tarihoran,1978-08-11,"Gg. Jamika No. 402, Surakarta, JB 91266",Finance Staff,Finance,2020-09-06
463976,Galih Mangunsong,1969-12-13,"Gang Raya Ujungberung No. 13, Bekasi, BB 49172",Finance Supervisor,Finance,2024-11-03
807039,Rika Winarno,1995-04-18,"Gg. Kiaracondong No. 6, Bontang, Gorontalo 38591",Finance Supervisor,Finance,2022-01-25
928345,Umaya Mayasari,2005-09-22,"Jl. Sadang Serang No. 718, Magelang, JT 25695",CS Supervisor,Customer Service,2023-10-25
535275,Virman Nababan,1973-11-17,"Gang Yos Sudarso No. 913, Probolinggo, Sumatera Barat 61652",CS Manager,Customer Service,2024-06-13
743481,"Puti Kamila Marbun, S.E.I",1981-12-08,"Gg. Surapati No. 00, Jayapura, SG 03508",CS Supervisor,Customer Service,2023-08-29
81735,"Drs. Dono Uyainah, S.Sos",1995-10-05,"Jl. Suniaraja No. 713, Sibolga, JT 89260",Sales Executive,Sales,2020-09-10
668836,Cut Chelsea Mardhiyah,1984-09-22,"Jalan Pasir Koja No. 70, Tidore Kepulauan, DKI Jakarta 93099",Finance Supervisor,Finance,2023-06-15
601717,R.A. Lili Utama,1985-07-30,"Gang Medokan Ayu No. 048, Semarang, MU 99299",Claims Officer,Claims,2021-07-07
319376,dr. Maida Mustofa,1974-06-08,"Jl. Bangka Raya No. 9, Kota Administrasi Jakarta Selatan, NT 50448",Claims Manager,Claims,2023-09-02
67621,Jagapati Marbun,1982-08-31,"Gang Tebet Barat Dalam No. 2, Mojokerto, Jawa Barat 46709",Finance Manager,Finance,2025-04-17
159766,"Prasetya Budiman, M.Farm",2005-09-05,"Gang KH Amin Jasuta No. 130, Pekalongan, Aceh 82308",Finance Manager,Finance,2020-09-18
510214,"drg. Mala Kuswoyo, M.TI.",1975-05-16,"Gg. Rungkut Industri No. 72, Surakarta, BB 69059",Finance Manager,Finance,2022-03-14
816114,Keisha Tarihoran,1983-06-30,"Gg. Ciwastra No. 026, Banda Aceh, JA 42198",Senior CS Officer,Customer Service,2022-05-09
950236,Malik Rajasa,1995-08-17,"Gg. Setiabudhi No. 52, Kendari, Nusa Tenggara Barat 92084",Underwriter,Underwriting,2021-09-16
487965,Galak Rahmawati,1996-01-22,"Jl. Ronggowarsito No. 71, Kediri, Banten 75657",Underwriting Supervisor,Underwriting,2022-10-24
495357,"Balamantri Prasetyo, S.Gz",1965-10-01,"Jl. Surapati No. 576, Pangkalpinang, Kalimantan Utara 37896",Underwriting Manager,Underwriting,2025-06-14
967034,Puti Kurniawan,2007-04-03,"Gang Laswi No. 540, Jayapura, Sumatera Selatan 06053",Senior Sales Executive,Sales,2024-12-16
691820,Nalar Tarihoran,1998-10-09,"Jalan R.E Martadinata No. 772, Kupang, Kalimantan Selatan 63284",Senior CS Officer,Customer Service,2020-09-06
229660,Yulia Pratiwi,1991-05-31,"Jalan Jend. A. Yani No. 6, Kota Administrasi Jakarta Selatan, Sulawesi Selatan 15219",Sales Manager,Sales,2023-02-09
97235,dr. Janet Yolanda,2004-11-26,"Gang Raya Setiabudhi No. 917, Tidore Kepulauan, BA 57453",CS Manager,Customer Service,2024-01-23
408039,Rina Pradipta,1965-08-31,"Gg. K.H. Wahid Hasyim No. 572, Tomohon, Aceh 92986",Finance Supervisor,Finance,2025-02-08
993600,Capa Pranowo,1995-09-03,"Gang Raya Ujungberung No. 7, Tasikmalaya, Kalimantan Tengah 67580",Finance Supervisor,Finance,2024-09-14
847179,Ida Mandasari,2002-09-15,"Jl. Sadang Serang No. 5, Tebingtinggi, Kepulauan Bangka Belitung 01888",CS Manager,Customer Service,2021-10-05
677365,Mahdi Purwanti,1988-04-01,"Jl. Jend. Sudirman No. 5, Sorong, JB 67359",Senior CS Officer,Customer Service,2023-11-24
494100,"Ir. Umaya Saptono, S.E.I",1983-02-24,"Gang Erlangga No. 146, Cilegon, NT 56226",Senior Sales Executive,Sales,2024-01-26
744452,R. Wulan Widiastuti,1983-12-18,"Gang Rajiman No. 59, Padangpanjang, KT 53078",Senior CS Officer,Customer Service,2021-12-04
848678,Darmanto Najmudin,1997-05-05,"Jalan Suniaraja No. 3, Padang, BA 43649",Finance Staff,Finance,2024-09-28
193781,Intan Budiyanto,1983-03-02,"Gg. Cempaka No. 2, Tual, BA 75483",Senior Underwriter,Underwriting,2021-05-02
701140,"Dr. Cager Rajata, S.E.",2002-05-05,"Jalan Ronggowarsito No. 91, Yogyakarta, Kalimantan Barat 50767",Sales Manager,Sales,2022-04-21
886401,Uchita Yuliarti,1971-06-06,"Gang Pasirkoja No. 0, Lhokseumawe, Banten 96479",CS Supervisor,Customer Service,2020-09-07
36639,Kamaria Sirait,1971-02-22,"Gg. HOS. Cokroaminoto No. 782, Payakumbuh, PA 71577",CS Supervisor,Customer Service,2023-10-17
997347,Dimas Waskita,1976-12-29,"Gang Ahmad Yani No. 8, Pekalongan, SB 87140",Regional Sales Manager,Sales,2025-06-09
650335,Elon Ardianto,2003-04-06,"Jl. Yos Sudarso No. 441, Palembang, KR 54605",Underwriting Supervisor,Underwriting,2025-02-10
767004,Kenzie Setiawan,1974-04-25,"Gg. Jend. A. Yani No. 172, Tarakan, DKI Jakarta 71822",Finance Staff,Finance,2021-07-10
196813,Syahrini Kusmawati,1978-03-27,"Jalan Jend. A. Yani No. 5, Palembang, SS 49841",Finance Supervisor,Finance,2021-06-20
855371,"Gina Suwarno, S.Psi",1986-03-27,"Jl. Surapati No. 972, Purwokerto, Jawa Tengah 16658",Regional Sales Manager,Sales,2021-10-07
726537,"Ir. Purwadi Tampubolon, M.TI.",1976-01-07,"Gg. K.H. Wahid Hasyim No. 4, Sawahlunto, Papua Barat 45459",Underwriting Supervisor,Underwriting,2021-11-24
982005,Abyasa Sinaga,1997-04-27,"Gg. Ir. H. Djuanda No. 879, Banda Aceh, Aceh 73792",Finance Staff,Finance,2020-10-07
697002,"Dr. Tedi Astuti, S.Kom",1974-12-25,"Gg. Pasteur No. 6, Bau-Bau, KI 82529",Regional Sales Manager,Sales,2025-05-11
186286,Novi Prakasa,1970-06-29,"Jalan Merdeka No. 0, Metro, JI 80218",CS Supervisor,Customer Service,2025-01-04
549944,Aurora Hariyah,1972-05-30,"Jl. KH Amin Jasuta No. 0, Banjarmasin, KB 37977",Sales Executive,Sales,2022-05-27
589538,Damu Prastuti,2007-02-15,"Gg. BKR No. 601, Palu, Sulawesi Tengah 67981",Senior Underwriter,Underwriting,2022-04-12
969885,Ir. Kuncara Rahayu,1970-12-19,"Jalan Kiaracondong No. 334, Kota Administrasi Jakarta Selatan, MU 13941",Senior Underwriter,Underwriting,2024-10-17
824395,Hj. Cindy Mustofa,1992-12-30,"Jalan K.H. Wahid Hasyim No. 866, Tidore Kepulauan, Jambi 77098",Finance Manager,Finance,2023-02-14
285508,Vera Situmorang,2004-09-12,"Gg. Merdeka No. 369, Tanjungpinang, KR 33693",Claims Officer,Claims,2021-03-10
108875,Puti Yuliana Riyanti,1997-08-07,"Gg. Abdul Muis No. 933, Tangerang, SB 68581",Regional Sales Manager,Sales,2023-04-02
896895,Jaya Saragih,1987-03-19,"Jl. Siliwangi No. 057, Malang, RI 88130",Finance Analyst,Finance,2021-12-20
145856,Pangestu Haryanti,1988-04-17,"Jalan Astana Anyar No. 693, Palembang, KT 01628",Underwriter,Underwriting,2025-03-07
228252,Gina Sihotang,1969-08-18,"Gg. Veteran No. 629, Solok, KB 80963",Senior Underwriter,Underwriting,2022-03-24
499710,Puji Novitasari,2001-05-22,"Jalan Suniaraja No. 5, Tegal, Jawa Barat 31326",Underwriting Supervisor,Underwriting,2023-12-08
360359,Zahra Suartini,1968-01-08,"Gg. Yos Sudarso No. 89, Blitar, JK 08822",Finance Supervisor,Finance,2021-09-19
968773,Hairyanto Wahyudin,1964-10-27,"Gang Kebonjati No. 43, Prabumulih, DI Yogyakarta 27885",Underwriting Supervisor,Underwriting,2021-01-27
243898,Virman Yuniar,1981-06-27,"Jalan Lembong No. 9, Madiun, Sulawesi Tengah 62504",Senior Sales Executive,Sales,2020-11-06
638322,"Yunita Samosir, S.Gz",1970-02-12,"Jalan Dipatiukur No. 567, Pariaman, Papua 89307",Claims Analyst,Claims,2021-10-08
394305,Ir. Cecep Prabowo,1979-10-31,"Gg. Bangka Raya No. 4, Pematangsiantar, JT 11615",CS Officer,Customer Service,2023-07-29
508998,Oni Wacana,1974-04-03,"Gang Kiaracondong No. 23, Cirebon, SG 70207",Claims Manager,Claims,2022-03-08
752973,Ir. Rachel Prayoga,1984-07-19,"Jl. K.H. Wahid Hasyim No. 2, Denpasar, Sulawesi Utara 13736",Claims Analyst,Claims,2023-12-15
987519,Violet Haryanti,1971-02-26,"Gang Ahmad Dahlan No. 5, Batu, SU 45993",CS Supervisor,Customer Service,2024-06-22
101470,Lidya Wastuti,1996-12-15,"Jl. Antapani Lama No. 6, Bekasi, KR 57563",Senior Sales Executive,Sales,2021-02-15
75603,Cut Zalindra Pranowo,1966-03-05,"Jl. H.J Maemunah No. 2, Cirebon, Bali 07509",Sales Manager,Sales,2021-02-19
80011,Kani Wibowo,2003-08-04,"Gang Pelajar Pejuang No. 97, Bukittinggi, KU 24163",Sales Executive,Sales,2024-04-06
359434,Dasa Widodo,1982-11-22,"Gang Kendalsari No. 902, Bandung, Sulawesi Tengah 49424",Finance Manager,Finance,2023-05-04
395821,"R. Kamila Rahimah, S.E.",2002-02-26,"Gg. Wonoayu No. 1, Jayapura, Sulawesi Tengah 53669",Finance Manager,Finance,2023-09-02
348292,drg. Cinthia Rajasa,2004-02-13,"Jl. Suniaraja No. 140, Bekasi, KS 70926",Senior Underwriter,Underwriting,2022-11-23
489967,"Hj. Laras Halimah, S.Gz",1985-10-07,"Gg. Cihampelas No. 95, Pematangsiantar, Sulawesi Utara 31071",Sales Manager,Sales,2024-10-06
167599,dr. Hardi Kurniawan,1985-04-16,"Jalan Dipenogoro No. 0, Jayapura, JK 49532",CS Supervisor,Customer Service,2023-09-06
694149,"Dr. Lidya Nainggolan, M.TI.",2000-03-29,"Gang R.E Martadinata No. 474, Kediri, Kalimantan Tengah 62382",Finance Staff,Finance,2024-07-11
447738,Kasim Haryanto,1966-01-02,"Jalan Erlangga No. 453, Bandung, Sumatera Barat 80137",Senior Underwriter,Underwriting,2024-01-08
450578,"drg. Cindy Budiman, S.Sos",1990-10-04,"Gg. Tubagus Ismail No. 5, Samarinda, Sulawesi Barat 35672",Regional Sales Manager,Sales,2024-04-09
298608,Mahesa Waskita,1991-11-02,"Jl. Rumah Sakit No. 5, Tegal, PB 30624",Senior CS Officer,Customer Service,2024-03-18
211919,Kenes Sitorus,1983-03-07,"Gg. Gardujati No. 480, Tegal, Jawa Timur 27306",Finance Staff,Finance,2024-11-07
185059,Lasmono Pradipta,1995-01-03,"Gang H.J Maemunah No. 46, Magelang, JK 51587",Senior CS Officer,Customer Service,2024-08-02
528013,Ganep Wijayanti,1991-05-08,"Gg. Siliwangi No. 81, Bau-Bau, MA 84701",Claims Supervisor,Claims,2025-03-23
453537,"dr. Anita Rahimah, M.M.",2000-10-17,"Gang Gedebage Selatan No. 3, Palangkaraya, DKI Jakarta 45717",Finance Supervisor,Finance,2023-06-07
832650,Budi Nuraini,1986-04-29,"Gg. Cihampelas No. 653, Bandung, LA 73395",Underwriting Supervisor,Underwriting,2024-01-02
289939,"Dt. Nyoman Pradipta, S.Gz",1977-07-14,"Jl. Moch. Toha No. 63, Bandung, KU 89412",CS Supervisor,Customer Service,2020-12-09
488785,Karman Tampubolon,1973-12-02,"Gg. Lembong No. 5, Batu, KB 06639",Finance Supervisor,Finance,2022-06-11
380153,Jais Santoso,1969-09-11,"Jl. Kendalsari No. 394, Malang, Sulawesi Tengah 95174",Senior CS Officer,Customer Service,2022-11-16
302838,"Dr. Kamila Nurdiyanti, M.Pd",1991-04-05,"Gang Jend. Sudirman No. 36, Parepare, NT 49805",Senior CS Officer,Customer Service,2024-01-10
769605,Dt. Damu Mansur,1984-08-06,"Gg. PHH. Mustofa No. 6, Binjai, Bali 58432",Claims Analyst,Claims,2024-04-07
237187,Ikin Aryani,1996-07-19,"Gg. Cikapayang No. 546, Magelang, Lampung 71750",Finance Analyst,Finance,2021-03-26
303407,"Safina Simbolon, S.Gz",1966-05-25,"Jalan Ciwastra No. 348, Mataram, BA 43057",Finance Staff,Finance,2020-12-17
490977,drg. Putri Puspita,1983-01-10,"Jl. Sukajadi No. 766, Medan, SU 05387",Finance Manager,Finance,2020-07-08
168985,Mulyanto Nasyiah,2000-09-25,"Jalan Tubagus Ismail No. 469, Batam, Sulawesi Tenggara 03445",Sales Manager,Sales,2021-04-24
509841,"KH. Upik Hariyah, S.Sos",1974-06-15,"Gg. Moch. Toha No. 068, Serang, GO 28140",Senior Underwriter,Underwriting,2022-06-04
806770,Wardi Hutagalung,1994-02-27,"Gg. Kendalsari No. 5, Tomohon, Kepulauan Riau 48145",CS Supervisor,Customer Service,2022-09-11
874317,Gamanto Utama,2007-03-26,"Gang Lembong No. 724, Pekalongan, MA 64757",Underwriter,Underwriting,2023-11-08
765361,Rusman Purnawati,2006-01-25,"Jalan Rumah Sakit No. 523, Banda Aceh, Jambi 94465",Senior Sales Executive,Sales,2021-03-17
932723,Legawa Siregar,2004-03-29,"Gang Raya Setiabudhi No. 6, Tanjungbalai, BB 88369",Claims Manager,Claims,2023-01-26
767458,KH. Martani Adriansyah,1983-08-30,"Jl. Moch. Toha No. 38, Blitar, Nusa Tenggara Barat 72613",CS Manager,Customer Service,2021-05-17
272438,Salsabila Sihombing,2001-03-01,"Gang W.R. Supratman No. 6, Bontang, Kalimantan Selatan 46886",Finance Manager,Finance,2024-06-09
581237,Agus Novitasari,1964-08-16,"Gg. Gedebage Selatan No. 60, Pekalongan, PB 30039",Sales Executive,Sales,2022-07-24
434907,"drg. Zahra Hartati, M.M.",1988-10-07,"Jl. Abdul Muis No. 4, Madiun, Sulawesi Tenggara 77927",Finance Staff,Finance,2021-01-19
689247,Saiful Pangestu,1975-05-29,"Gg. KH Amin Jasuta No. 349, Batu, BT 08838",Finance Staff,Finance,2021-04-24
352083,"Dr. Laras Setiawan, S.Psi",1982-05-07,"Gg. H.J Maemunah No. 196, Depok, SU 93786",CS Manager,Customer Service,2021-03-29
502562,"Dt. Vega Permata, S.IP",1972-11-08,"Gang Jakarta No. 553, Kota Administrasi Jakarta Pusat, NB 79338",Senior CS Officer,Customer Service,2024-03-09
369793,"Drs. Ihsan Utama, M.Pd",1978-09-24,"Gg. Rajiman No. 418, Balikpapan, Papua Barat 74717",Underwriter,Underwriting,2024-04-10
360704,Galar Palastri,1965-12-07,"Gg. Ahmad Yani No. 1, Singkawang, KR 78947",CS Officer,Customer Service,2021-07-21
966557,"Adinata Yolanda, M.Ak",2005-03-28,"Gang Laswi No. 0, Banjarmasin, SU 42976",Sales Executive,Sales,2024-10-10
278070,"Naradi Sihombing, S.E.I",1973-10-08,"Gang Raya Ujungberung No. 44, Denpasar, Kalimantan Barat 42312",CS Supervisor,Customer Service,2020-08-04
832704,"Ami Purwanti, M.Pd",1994-09-23,"Jl. Monginsidi No. 471, Padang Sidempuan, Kalimantan Utara 93192",Sales Executive,Sales,2020-09-08
929556,"drg. Cawisadi Utami, S.Psi",1990-09-12,"Gang Ahmad Dahlan No. 62, Semarang, KT 92409",Finance Analyst,Finance,2020-11-07
233236,Dt. Pandu Yolanda,1980-11-29,"Gg. Kebonjati No. 95, Sungai Penuh, Sulawesi Tenggara 81443",Underwriter,Underwriting,2023-11-18
70149,"R. Najam Sihombing, M.Ak",1986-06-08,"Jl. Medokan Ayu No. 3, Purwokerto, BB 93377",Senior Underwriter,Underwriting,2023-12-04
93805,"Ir. Ikin Rajasa, S.I.Kom",1991-03-26,"Jl. Monginsidi No. 898, Ambon, Kalimantan Utara 28657",CS Manager,Customer Service,2023-12-04
832264,"Drs. Siti Tampubolon, S.E.I",2006-07-11,"Jalan R.E Martadinata No. 4, Banjar, AC 43433",Finance Analyst,Finance,2024-01-28
600833,"Drs. Karen Saputra, S.Pd",1965-08-05,"Jl. Sukabumi No. 963, Singkawang, SN 67636",Sales Manager,Sales,2021-01-17
926183,"H. Lasmono Sihotang, S.Pd",1987-06-30,"Gg. Monginsidi No. 8, Bitung, Jawa Timur 71999",Senior Sales Executive,Sales,2024-02-03
319243,Almira Mardhiyah,1996-06-14,"Gang H.J Maemunah No. 91, Surabaya, Lampung 42090",Sales Executive,Sales,2024-05-23
736042,Iriana Safitri,1970-09-14,"Gang Raya Ujungberung No. 3, Palangkaraya, NB 76742",Claims Analyst,Claims,2022-06-15
414990,Tami Yolanda,1993-01-04,"Gang Dipatiukur No. 23, Cilegon, SG 52281",Claims Officer,Claims,2025-05-10
363811,Kartika Najmudin,1966-09-27,"Jl. Rajawali Barat No. 6, Binjai, LA 08375",Finance Analyst,Finance,2024-06-10
592294,Wani Sitorus,1973-01-02,"Jalan Kapten Muslihat No. 0, Tanjungpinang, PB 47679",Finance Staff,Finance,2020-09-02
205627,Gamblang Kuswoyo,2000-12-11,"Gang M.H Thamrin No. 81, Blitar, Kalimantan Utara 34410",Claims Manager,Claims,2024-06-22
726786,"Intan Utama, M.Ak",1981-09-15,"Gang Tubagus Ismail No. 535, Kediri, PB 92170",Claims Manager,Claims,2022-11-27
659582,Padma Wahyuni,1979-07-13,"Jl. Rumah Sakit No. 6, Palangkaraya, Sulawesi Selatan 52966",Finance Supervisor,Finance,2023-04-22
597328,R. Salimah Namaga,1998-03-25,"Gang Surapati No. 93, Tidore Kepulauan, JB 64360",Finance Supervisor,Finance,2022-12-17
370903,Lili Hassanah,2006-02-27,"Gg. Cikapayang No. 42, Parepare, KS 67533",CS Manager,Customer Service,2023-05-31
106954,"Wawan Prasasta, M.Ak",1965-03-17,"Gg. Erlangga No. 107, Batu, SU 39458",CS Manager,Customer Service,2021-10-04
820197,"Dartono Yolanda, S.I.Kom",1973-02-22,"Gg. Gardujati No. 05, Solok, SU 03200",Claims Manager,Claims,2022-08-21
326997,"Puti Nurul Pratiwi, S.Gz",1991-08-14,"Gang Monginsidi No. 72, Salatiga, Sulawesi Selatan 12675",Underwriting Supervisor,Underwriting,2020-10-23
224787,Jagapati Putra,2005-09-20,"Jl. Cikapayang No. 178, Tangerang Selatan, Maluku Utara 26040",Senior CS Officer,Customer Service,2021-04-20
630520,"Lasmono Sihombing, S.Sos",1973-11-04,"Gg. Tebet Barat Dalam No. 693, Pangkalpinang, KS 51374",Sales Manager,Sales,2023-10-09
366127,"Tgk. Tiara Rahimah, S.Sos",1987-03-20,"Jalan Kapten Muslihat No. 2, Padang, Sumatera Utara 79303",Finance Staff,Finance,2023-07-04
305265,Ira Hartati,1972-12-22,"Jl. Jayawijaya No. 598, Cilegon, Sumatera Selatan 24631",Finance Analyst,Finance,2022-11-16
246711,Cici Nasyiah,1966-03-22,"Gang Dr. Djunjunan No. 950, Pekanbaru, LA 13721",Finance Manager,Finance,2023-07-16
208657,"Dt. Lukman Haryanto, S.Farm",1984-12-18,"Jalan Siliwangi No. 628, Tanjungbalai, JA 57118",CS Supervisor,Customer Service,2021-11-23
929929,R. Hendra Fujiati,1988-01-14,"Jalan Kiaracondong No. 5, Yogyakarta, AC 18401",Senior Sales Executive,Sales,2021-03-11
493628,"Jinawi Utama, M.Farm",1967-08-03,"Gang Pasir Koja No. 209, Prabumulih, Kepulauan Riau 28807",Claims Officer,Claims,2021-03-29
51288,"Gaman Safitri, M.M.",1968-06-28,"Gang Moch. Toha No. 5, Sorong, SG 56494",Regional Sales Manager,Sales,2023-04-03
280564,Gilang Rahmawati,1983-11-04,"Jl. Cikutra Timur No. 88, Lhokseumawe, KT 54331",Claims Manager,Claims,2022-05-02
228179,Kamila Safitri,1972-10-23,"Jl. Otto Iskandardinata No. 279, Banda Aceh, Nusa Tenggara Timur 43750",CS Manager,Customer Service,2023-09-28
198037,Banawa Pratama,1967-04-12,"Jl. Moch. Ramdan No. 7, Sawahlunto, JB 32423",Underwriting Supervisor,Underwriting,2021-11-11
189615,Amalia Lazuardi,1981-10-03,"Gg. Cempaka No. 7, Semarang, DI Yogyakarta 11479",Sales Manager,Sales,2023-05-24
249321,Puti Pia Hidayanto,1965-01-12,"Gang Rumah Sakit No. 27, Batam, Bali 65584",Finance Analyst,Finance,2023-10-28
180048,"Dr. Wulan Saragih, M.Farm",1996-06-02,"Jl. Suniaraja No. 6, Tasikmalaya, Kalimantan Utara 63449",Claims Analyst,Claims,2022-09-11
672565,Aisyah Putra,1989-08-25,"Jl. Rajawali Barat No. 250, Bukittinggi, KU 45446",Regional Sales Manager,Sales,2023-11-07
97217,Agnes Hidayat,1999-08-13,"Gang Cihampelas No. 4, Salatiga, Lampung 70460",Senior Sales Executive,Sales,2022-04-07
211215,"R. Gambira Yuliarti, S.Ked",1987-10-20,"Gang Gedebage Selatan No. 121, Palangkaraya, SS 97622",Finance Manager,Finance,2023-05-02
546329,Puput Hariyah,1992-03-23,"Gg. Kiaracondong No. 4, Dumai, KI 66437",Sales Manager,Sales,2022-07-30
174753,Emong Mahendra,1992-01-17,"Gang Ahmad Yani No. 02, Bima, Sulawesi Tengah 32095",Underwriting Supervisor,Underwriting,2023-11-22
726257,Ilsa Pratiwi,1965-05-15,"Jl. Cikutra Barat No. 278, Depok, Sumatera Barat 09710",Finance Manager,Finance,2021-09-11
435203,"drg. Warji Hardiansyah, M.M.",1977-12-30,"Jl. Rajawali Barat No. 4, Tebingtinggi, Sumatera Selatan 95728",Finance Analyst,Finance,2023-10-20
128749,T. Gandewa Simanjuntak,1980-01-10,"Jl. Kendalsari No. 6, Lubuklinggau, Aceh 14900",Underwriting Supervisor,Underwriting,2023-05-15
781262,Kawaya Mandasari,1991-09-27,"Gg. Indragiri No. 2, Bontang, Sulawesi Tengah 86013",Underwriting Manager,Underwriting,2022-01-21
785843,Melinda Waluyo,2000-07-21,"Jalan Setiabudhi No. 95, Kediri, SU 89861",Underwriter,Underwriting,2025-07-02
847521,"Drs. Vega Wahyuni, S.Sos",2003-11-01,"Jalan Pasirkoja No. 849, Manado, NT 55990",Claims Manager,Claims,2025-01-01
258917,Betania Zulkarnain,1991-11-08,"Jalan Kutisari Selatan No. 20, Palopo, SU 13373",Underwriting Manager,Underwriting,2022-04-06
179197,Faizah Salahudin,2001-02-09,"Gg. Gardujati No. 1, Kotamobagu, DKI Jakarta 10954",Sales Manager,Sales,2021-02-06
734494,Jati Sihotang,1997-05-25,"Jalan Cihampelas No. 66, Depok, Kalimantan Barat 29388",CS Manager,Customer Service,2024-02-18
7489,Aris Agustina,1996-11-05,"Jalan Pasir Koja No. 43, Salatiga, Jambi 87316",Underwriter,Underwriting,2023-11-20
674945,"Wage Pranowo, S.Pt",1979-08-27,"Jl. Medokan Ayu No. 44, Kota Administrasi Jakarta Pusat, KS 46177",Regional Sales Manager,Sales,2021-12-15
989923,Nurul Melani,1974-08-25,"Jalan Rajawali Timur No. 635, Purwokerto, PA 34763",Claims Supervisor,Claims,2024-12-09
752726,"Dr. Hani Ramadan, S.Gz",1970-05-11,"Gang Rajiman No. 11, Sawahlunto, DI Yogyakarta 93379",CS Manager,Customer Service,2023-01-13
199688,"Hasna Mandasari, M.TI.",1997-06-26,"Jalan Cihampelas No. 1, Bukittinggi, JK 85956",Senior Underwriter,Underwriting,2022-05-23
963710,Unjani Wibowo,1982-03-16,"Gang Suryakencana No. 675, Kotamobagu, DKI Jakarta 19102",Claims Manager,Claims,2022-02-21
594729,H. Kuncara Sihombing,1979-09-30,"Gang HOS. Cokroaminoto No. 1, Dumai, Nusa Tenggara Barat 32739",CS Officer,Customer Service,2024-02-27
897513,Mahesa Melani,1972-07-14,"Jl. Waringin No. 6, Padangpanjang, ST 38492",Sales Manager,Sales,2024-12-26
845101,Muni Anggriawan,1998-08-09,"Jalan Veteran No. 745, Banjar, Sumatera Selatan 36173",Finance Manager,Finance,2020-10-02
459398,Juli Rahayu,1978-11-01,"Gang Jamika No. 1, Pekanbaru, Maluku Utara 85846",Sales Executive,Sales,2022-05-30
883100,Gamani Susanti,1967-05-26,"Gang Abdul Muis No. 4, Pematangsiantar, Papua Barat 17433",CS Supervisor,Customer Service,2022-09-11
168216,Samiah Nugroho,1989-03-20,"Jl. Cihampelas No. 934, Langsa, SG 83181",Claims Manager,Claims,2022-05-27
794920,Tina Habibi,1974-05-20,"Jl. Kebonjati No. 08, Gorontalo, JI 54078",Claims Supervisor,Claims,2024-07-05
172778,Sabri Kusumo,1992-01-23,"Jalan Rajiman No. 579, Surakarta, MU 87963",Claims Supervisor,Claims,2020-10-04
17380,Kayla Hutapea,1975-09-06,"Gg. Jakarta No. 463, Salatiga, Sulawesi Selatan 28842",Claims Manager,Claims,2024-08-15
962134,Anita Narpati,1965-01-21,"Gang BKR No. 49, Kotamobagu, Sulawesi Utara 14479",Finance Staff,Finance,2022-08-25
75005,Drs. Gantar Prayoga,1996-03-14,"Gang Gegerkalong Hilir No. 87, Sabang, DI Yogyakarta 03920",CS Manager,Customer Service,2020-11-26
233368,"R. Septi Wahyuni, S.Pt",2000-04-12,"Jl. Rajiman No. 141, Palangkaraya, Kalimantan Timur 72818",Senior CS Officer,Customer Service,2024-12-11
981374,Ghaliyati Safitri,1970-12-20,"Jalan Monginsidi No. 78, Palu, Lampung 89409",Finance Manager,Finance,2022-04-16
677326,Yance Mandala,2001-06-05,"Gg. Rawamangun No. 35, Tomohon, Lampung 39798",Underwriting Supervisor,Underwriting,2020-10-28
979516,Baktiono Dongoran,1991-02-23,"Gg. Antapani Lama No. 020, Langsa, DI Yogyakarta 62251",CS Officer,Customer Service,2023-02-03
455338,"Wardi Mardhiyah, S.Psi",1970-08-04,"Jl. Antapani Lama No. 637, Medan, Papua Barat 60441",CS Manager,Customer Service,2022-07-09
507914,"R. Kasiran Wasita, S.Ked",1996-04-25,"Jalan Pasirkoja No. 794, Bima, JI 07364",Claims Analyst,Claims,2023-11-12
512268,Devi Palastri,2000-01-31,"Gg. Laswi No. 951, Cirebon, Kalimantan Timur 13773",Claims Supervisor,Claims,2022-06-22
993679,"Sutan Kasusra Kusumo, S.Farm",1983-01-17,"Jalan PHH. Mustofa No. 8, Singkawang, KT 42956",Underwriting Manager,Underwriting,2023-09-07
934916,Fitria Namaga,2004-01-18,"Jalan Medokan Ayu No. 6, Jambi, Papua 34352",Underwriter,Underwriting,2022-07-09
